관리번호,년도,지역,차수,분류,재질,상세분류,개수
1885,2019,포항 칠포,1차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",11
1885,2019,포항 칠포,1차,플라스틱류,필름형,비닐봉지,13
1885,2019,포항 칠포,1차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",41
1885,2019,포항 칠포,1차,플라스틱류,경질형,"음료수병, 각종 뚜껑",44
1885,2019,포항 칠포,1차,플라스틱류,경질형,파편,104
1886,2019,울주 진하해변,1차,플라스틱류,경질형,폭죽/불꽃놀이 용품,1
1886,2019,울주 진하해변,1차,플라스틱류,발포형,스티로폼 포장용 충전재(가전제품 충격 완화용) 등,1
1886,2019,울주 진하해변,1차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",1
1886,2019,울주 진하해변,1차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
1886,2019,울주 진하해변,1차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",1
1886,2019,울주 진하해변,1차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
1886,2019,울주 진하해변,1차,플라스틱류,경질형,라이터,2
1886,2019,울주 진하해변,1차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",2
1886,2019,울주 진하해변,1차,플라스틱류,발포형,담배꽁초,2
1886,2019,울주 진하해변,1차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",3
1886,2019,울주 진하해변,1차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",3
1886,2019,울주 진하해변,1차,고무,,"타이어, 고무풍선, 고무장갑 등",3
1886,2019,울주 진하해변,1차,기타(+혼합재질),,"가전제품, 차량부품, 도자기, 타일, 건전지, 양초 등",3
1886,2019,울주 진하해변,1차,플라스틱류,발포형,스티로폼 어상자,3
1886,2019,울주 진하해변,1차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",3
1886,2019,울주 진하해변,1차,플라스틱류,경질형,"음료수병, 각종 뚜껑",4
1886,2019,울주 진하해변,1차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",4
1886,2019,울주 진하해변,1차,플라스틱류,경질형,파편,5
1886,2019,울주 진하해변,1차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",5
1886,2019,울주 진하해변,1차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",11
1886,2019,울주 진하해변,1차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",15
1886,2019,울주 진하해변,1차,플라스틱류,발포형,스티로폼 부표,26
1886,2019,울주 진하해변,1차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",50
1886,2019,울주 진하해변,1차,플라스틱류,섬유형,낚싯줄,63
1887,2019,순천 반월,1차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
1887,2019,순천 반월,1차,플라스틱류,발포형,스티로폼 부표,1
1887,2019,순천 반월,1차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",1
1887,2019,순천 반월,1차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
1887,2019,순천 반월,1차,고무,,"타이어, 고무풍선, 고무장갑 등",1
1887,2019,순천 반월,1차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",1
1887,2019,순천 반월,1차,플라스틱류,경질형,"음료수병, 각종 뚜껑",2
1887,2019,순천 반월,1차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,2
1887,2019,순천 반월,1차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",3
1887,2019,순천 반월,1차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",5
1887,2019,순천 반월,1차,플라스틱류,섬유형,어망,6
1887,2019,순천 반월,1차,플라스틱류,필름형,비닐봉지,13
1887,2019,순천 반월,1차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",21
1887,2019,순천 반월,1차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",24
1888,2019,여수 백야도해변,1차,플라스틱류,필름형,비닐봉지,1
1888,2019,여수 백야도해변,1차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",1
1888,2019,여수 백야도해변,1차,플라스틱류,경질형,"음료수병, 각종 뚜껑",2
1888,2019,여수 백야도해변,1차,플라스틱류,필름형,파편,2
1888,2019,여수 백야도해변,1차,플라스틱류,섬유형,어망,2
1888,2019,여수 백야도해변,1차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",2
1888,2019,여수 백야도해변,1차,플라스틱류,경질형,파편,3
1888,2019,여수 백야도해변,1차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",3
1888,2019,여수 백야도해변,1차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",12
1889,2019,완도 신지도해변,1차,플라스틱류,경질형,"음료수병, 각종 뚜껑",1
1889,2019,완도 신지도해변,1차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
1889,2019,완도 신지도해변,1차,플라스틱류,경질형,"세제용기(주방, 세탁, 목욕 등), 화장품",1
1889,2019,완도 신지도해변,1차,고무,,"타이어, 고무풍선, 고무장갑 등",2
1889,2019,완도 신지도해변,1차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",3
1890,2019,영덕 고래불해변,1차,플라스틱류,필름형,비닐봉지,1
1890,2019,영덕 고래불해변,1차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
1890,2019,영덕 고래불해변,1차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",1
1890,2019,영덕 고래불해변,1차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
1890,2019,영덕 고래불해변,1차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,2
1890,2019,영덕 고래불해변,1차,플라스틱류,경질형,"음료수병, 각종 뚜껑",4
1890,2019,영덕 고래불해변,1차,플라스틱류,경질형,파편,4
1890,2019,영덕 고래불해변,1차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",15
1891,2019,동해 노봉해변,1차,플라스틱류,발포형,담배꽁초,1
1891,2019,동해 노봉해변,1차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",1
1891,2019,동해 노봉해변,1차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
1891,2019,동해 노봉해변,1차,플라스틱류,기타,파편,1
1891,2019,동해 노봉해변,1차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",1
1891,2019,동해 노봉해변,1차,플라스틱류,경질형,"음료수병, 각종 뚜껑",2
1891,2019,동해 노봉해변,1차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",2
1891,2019,동해 노봉해변,1차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",2
1891,2019,동해 노봉해변,1차,플라스틱류,기타,기타 플라스틱,2
1891,2019,동해 노봉해변,1차,플라스틱류,발포형,스티로폼 부표,3
1891,2019,동해 노봉해변,1차,플라스틱류,필름형,비닐봉지,5
1891,2019,동해 노봉해변,1차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",5
1891,2019,동해 노봉해변,1차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",5
1892,2019,강릉 송정,1차,플라스틱류,경질형,"음료수병, 각종 뚜껑",1
1892,2019,강릉 송정,1차,플라스틱류,경질형,파편,1
1892,2019,강릉 송정,1차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",1
1892,2019,강릉 송정,1차,고무,,"타이어, 고무풍선, 고무장갑 등",1
1892,2019,강릉 송정,1차,기타(+혼합재질),,"가전제품, 차량부품, 도자기, 타일, 건전지, 양초 등",1
1892,2019,강릉 송정,1차,플라스틱류,기타,파편,1
1892,2019,강릉 송정,1차,플라스틱류,필름형,파편,2
1892,2019,강릉 송정,1차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",2
1892,2019,강릉 송정,1차,플라스틱류,필름형,비닐봉지,3
1892,2019,강릉 송정,1차,플라스틱류,발포형,파편,5
1892,2019,강릉 송정,1차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",5
1893,2019,태안 백리포,1차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",1
1893,2019,태안 백리포,1차,플라스틱류,경질형,"세제용기(주방, 세탁, 목욕 등), 화장품",1
1893,2019,태안 백리포,1차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",2
1893,2019,태안 백리포,1차,외국기인,경질형,"음료수병, 병뚜껑 등",2
1893,2019,태안 백리포,1차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",3
1893,2019,태안 백리포,1차,플라스틱류,발포형,스티로폼 부표,3
1893,2019,태안 백리포,1차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",3
1893,2019,태안 백리포,1차,플라스틱류,경질형,"음료수병, 각종 뚜껑",5
1893,2019,태안 백리포,1차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",8
1895,2019,태안 안면도 바람아래해변,1차,플라스틱류,경질형,"농약용기, 살충제",1
1895,2019,태안 안면도 바람아래해변,1차,플라스틱류,경질형,파편,1
1895,2019,태안 안면도 바람아래해변,1차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",1
1895,2019,태안 안면도 바람아래해변,1차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
1895,2019,태안 안면도 바람아래해변,1차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",1
1895,2019,태안 안면도 바람아래해변,1차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",1
1895,2019,태안 안면도 바람아래해변,1차,플라스틱류,경질형,플라스틱 부표,3
1895,2019,태안 안면도 바람아래해변,1차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",3
1895,2019,태안 안면도 바람아래해변,1차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",5
1895,2019,태안 안면도 바람아래해변,1차,플라스틱류,경질형,"음료수병, 각종 뚜껑",10
1896,2019,보령 석대도,1차,플라스틱류,경질형,플라스틱 부표,1
1896,2019,보령 석대도,1차,플라스틱류,경질형,"통발, 장어통발용 미끼통",1
1896,2019,보령 석대도,1차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",1
1896,2019,보령 석대도,1차,외국기인,발포형,"스티로폼, 부표 등",1
1896,2019,보령 석대도,1차,외국기인,섬유형,"그물, 밧줄 등",1
1896,2019,보령 석대도,1차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",2
1896,2019,보령 석대도,1차,외국기인,경질형,"음료수병, 병뚜껑 등",3
1896,2019,보령 석대도,1차,플라스틱류,경질형,"음료수병, 각종 뚜껑",9
1896,2019,보령 석대도,1차,플라스틱류,발포형,스티로폼 부표,12
1898,2019,서천 다사항해변,1차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",1
1898,2019,서천 다사항해변,1차,플라스틱류,섬유형,어망,1
1898,2019,서천 다사항해변,1차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
1898,2019,서천 다사항해변,1차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
1898,2019,서천 다사항해변,1차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",2
1898,2019,서천 다사항해변,1차,플라스틱류,경질형,파편,3
1898,2019,서천 다사항해변,1차,플라스틱류,발포형,스티로폼 부표,3
1898,2019,서천 다사항해변,1차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",3
1898,2019,서천 다사항해변,1차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",5
1898,2019,서천 다사항해변,1차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",6
1898,2019,서천 다사항해변,1차,플라스틱류,경질형,"음료수병, 각종 뚜껑",8
1899,2019,부안 변산,1차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
1899,2019,부안 변산,1차,플라스틱류,필름형,비닐봉지,1
1899,2019,부안 변산,1차,플라스틱류,발포형,스티로폼 부표,1
1899,2019,부안 변산,1차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
1899,2019,부안 변산,1차,외국기인,경질형,"음료수병, 병뚜껑 등",1
1899,2019,부안 변산,1차,플라스틱류,경질형,플라스틱 부표,2
1899,2019,부안 변산,1차,플라스틱류,경질형,"음료수병, 각종 뚜껑",3
1899,2019,부안 변산,1차,플라스틱류,경질형,파편,3
1899,2019,부안 변산,1차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",4
1899,2019,부안 변산,1차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",16
1900,2019,인천 영종도 용유해변,1차,플라스틱류,경질형,라이터,1
1900,2019,인천 영종도 용유해변,1차,플라스틱류,필름형,파편,1
1900,2019,인천 영종도 용유해변,1차,기타(+혼합재질),,"가전제품, 차량부품, 도자기, 타일, 건전지, 양초 등",1
1900,2019,인천 영종도 용유해변,1차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,1
1900,2019,인천 영종도 용유해변,1차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",3
1901,2019,해남 묵동리,1차,플라스틱류,경질형,"통발, 장어통발용 미끼통",1
1901,2019,해남 묵동리,1차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",1
1901,2019,해남 묵동리,1차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",2
1902,2019,안산 말부흥,1차,플라스틱류,필름형,비닐봉지,1
1902,2019,안산 말부흥,1차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",2
1903,2019,인천 덕적도 서포리해변,1차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
1903,2019,인천 덕적도 서포리해변,1차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",1
1904,2019,진도 하조도,1차,플라스틱류,경질형,플라스틱 부표,1
1904,2019,진도 하조도,1차,플라스틱류,필름형,기타(일회용 위생장갑 등),1
1904,2019,진도 하조도,1차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",1
1904,2019,진도 하조도,1차,플라스틱류,섬유형,어망,1
1904,2019,진도 하조도,1차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",2
1904,2019,진도 하조도,1차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",2
1904,2019,진도 하조도,1차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",3
1905,2019,마산 봉암갯벌,1차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",1
1905,2019,마산 봉암갯벌,1차,플라스틱류,경질형,양식용화학약품용기,1
1905,2019,마산 봉암갯벌,1차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
1905,2019,마산 봉암갯벌,1차,플라스틱류,필름형,기타(일회용 위생장갑 등),1
